     5.190      4.828      1.083      1.083      0.124      0.124
     5.200      4.839      1.084      1.084      0.129      0.129
     5.210      4.850      1.085      1.085      0.129      0.129
     5.220      4.861      1.087      1.087      0.129      0.129
     5.230      4.872      1.088      1.088      0.129      0.129
     5.240      4.882      1.089      1.089      0.134      0.134
     5.250      4.893      1.091      1.091      0.124      0.124
     5.260      4.904      1.092      1.092      0.134      0.134
     5.270      4.915      1.093      1.093      0.124      0.124
     5.280      4.926      1.094      1.094      0.134      0.134
     5.290      4.937      1.096      1.096      0.134      0.133
     5.300      4.948      1.097      1.097      0.124      0.124
     5.310      4.959      1.098      1.098      0.134      0.134
     5.320      4.970      1.100      1.100      0.134      0.134
     5.330      4.981      1.101      1.101      0.124      0.124
     5.340      4.992      1.102      1.102      0.134      0.134
     5.350      5.003      1.104      1.104      0.134      0.134
     5.360      5.014      1.105      1.105      0.129      0.129
     5.370      5.025      1.106      1.106      0.129      0.129
     5.380      5.036      1.107      1.107      0.134      0.134
     5.390      5.047      1.109      1.109      0.134      0.134
     5.400      5.058      1.110      1.110      0.129      0.129
     5.410      5.069      1.111      1.111      0.134      0.133
     5.420      5.080      1.113      1.113      0.129      0.129
     5.430      5.092      1.114      1.114      0.134      0.134
     5.440      5.103      1.115      1.115      0.134      0.134
     5.450      5.114      1.117      1.117      0.134      0.133
     5.460      5.125      1.118      1.118      0.129      0.129
     5.470      5.136      1.119      1.119      0.138      0.138
